scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,service_estimate_ewma_alpha,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,hybrid_pressure_ratio,hybrid_min_gain_us,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,relief_attempt_count,relief_success_count,relief_beneficial_count,relief_useless_count,relief_moved_work_us,relief_beneficial_migration_ratio,relief_useless_migration_ratio
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,270,506,0.138118,1000000,1200107,0,0,0.291136,349394,5.63704e+06,0,0,0,0,0,0,1764204,34618118,12274472,1941466,1397764,349394,5.63704e+06,543702,47156422,0,13912,335465,6986,0,100246,6986,0.0199946,7560,0.960134,0.0598121,0.960134,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,266,530,0.132361,1000000,1200025,0,0,0.290641,348777,5.60593e+06,0,0,0,0,0,0,1766839,33711761,11637769,1913837,1402961,348777,5.60593e+06,510876,44637239,0,13385,335386,6642,0,95702,6642,0.0190437,7154,0.961606,0.0574206,0.961606,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,71,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,266,490,0.133655,1000000,1200027,0,0,0.291441,349737,5.62967e+06,0,0,0,0,0,0,1768256,33814166,11611270,1875967,1403307,349737,5.62967e+06,472660,44569113,0,13741,335995,6708,0,97220,6708,0.0191801,7201,0.960708,0.0584697,0.960708,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,83,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,276,606,0.135643,1000000,1200019,0,0,0.292403,350889,5.64252e+06,0,0,0,0,0,0,1762965,34585071,12341994,2003134,1404929,350889,5.64252e+06,598205,47364842,0,13622,337263,6800,0,99833,6800,0.0193793,7310,0.961167,0.0582007,0.961167,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,97,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,260,464,0.130514,1000000,1200071,0,0,0.292931,351538,5.62942e+06,0,0,0,0,0,0,1766818,33165310,11044954,1843051,1409612,351538,5.62942e+06,433439,42336765,0,13623,337908,6932,0,97611,6932,0.0197191,7410,0.961228,0.0584716,0.961228,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,109,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,270,500,0.138571,1000000,1200078,0,0,0.291388,349688,5.66386e+06,0,0,0,0,0,0,1764552,34828367,12329914,1944299,1398127,349688,5.66386e+06,546172,47375357,0,14357,335323,7193,0,100980,7193,0.0205698,7751,0.958921,0.0616264,0.958921,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,131,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,286,684,0.146526,1000000,1200040,0,0,0.289181,347029,5.65723e+06,0,0,0,0,0,0,1763723,36388445,13828582,2020347,1384320,347029,5.65723e+06,636027,53293981,0,14560,332460,7170,0,102428,7170,0.0206611,7764,0.958018,0.0626172,0.958018,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,274,544,0.14205,1000000,1200019,0,0,0.29092,349109,6.0276e+06,0,0,0,0,0,0,1765232,33988638,12730747,2106309,1400325,349109,6.0276e+06,705984,48816679,0,15702,333402,8119,0,108517,8119,0.0232563,9054,0.955008,0.0682337,0.955008,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,268,502,0.139872,1000000,1200033,0,0,0.290685,348831,6.00086e+06,0,0,0,0,0,0,1764156,33555056,12346567,2091178,1406174,348831,6.00086e+06,685004,47295090,0,15381,333440,7968,0,105460,7968,0.022842,8893,0.955878,0.066935,0.955878,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,276,752,0.143946,1000000,1200041,0,0,0.2923,350772,6.07738e+06,0,0,0,0,0,0,1764515,34117203,12829668,2039758,1405735,350772,6.07738e+06,634023,49278914,0,15883,334881,8317,0,109649,8317,0.0237106,9285,0.954697,0.0689907,0.954697,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,272,588,0.146322,1000000,1200113,0,0,0.289971,347998,6.04446e+06,0,0,0,0,0,0,1764212,34412017,13118077,2096007,1395757,347998,6.04446e+06,700250,50376301,0,15716,332265,8108,0,109272,8108,0.023299,9076,0.95479,0.0684602,0.95479,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,268,566,0.139514,1000000,1200026,0,0,0.29018,348223,5.98506e+06,0,0,0,0,0,0,1766841,33416412,12270166,2054696,1405057,348223,5.98506e+06,649639,47025968,0,15365,332852,7997,0,105864,7997,0.0229652,8915,0.955859,0.0670892,0.955859,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,71,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,268,526,0.141162,1000000,1200023,0,0,0.291187,349431,6.05111e+06,0,0,0,0,0,0,1768254,33549888,12346367,2046392,1404139,349431,6.05111e+06,642253,47339076,0,15531,333899,8086,0,106898,8086,0.0231405,8993,0.955551,0.067587,0.955551,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,83,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,278,594,0.14228,1000000,1200021,0,0,0.291841,350215,6.03056e+06,0,0,0,0,0,0,1762976,34181987,12961368,2117488,1405456,350215,6.03056e+06,712032,49727984,0,15405,334806,7993,0,108635,7993,0.0228231,8884,0.956001,0.0668104,0.956001,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,97,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,262,480,0.1388,1000000,1200054,0,0,0.291621,349961,6.02864e+06,0,0,0,0,0,0,1766779,32929020,11829525,1993766,1408031,349961,6.02864e+06,585735,45324334,0,15199,334756,8081,0,106433,8081,0.0230911,8921,0.956552,0.0665217,0.956552,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,109,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,276,700,0.146161,1000000,1200079,0,0,0.290971,349188,6.07378e+06,0,0,0,0,0,0,1764551,34642647,13210363,2112806,1397606,349188,6.07378e+06,715200,50728646,0,16074,333108,8436,0,110978,8436,0.0241589,9403,0.95395,0.0701914,0.95395,0,0,0,0,0,0,0
rescue_estimator_ewma,W3,M1_RescueSched,0.85,131,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,1,294,858,0.154854,1000000,1200041,0,0,0.288191,345841,6.08839e+06,0,0,0,0,0,0,1763726,36327658,14889554,2233391,1384453,345841,6.08839e+06,848938,57324825,0,15953,329876,8359,0,110795,8359,0.0241701,9380,0.953837,0.0702982,0.953837,0,0,0,0,0,0,0
