profile,dimension,value,workload,rho,method,seeds,slo_violation_median,slo_goodput_per_us_median,P99_us_median,P999_us_median,migrated_work_rate_median,handoffs_per_request_median,rescue_moves_per_request_median,estimator_mae_us_median,estimator_rmse_us_median,control_operations_per_request_median,configured_control_cost_per_request_us_median,rescue_migrated_fraction_median,rescue_migrated_miss_rate_median,rescue_nonmigrated_miss_rate_median
placement-flow-uniform,placement,flow-affine-uniform,W3,0.7,M1_RescueSched,5,0.0204,0.3800847391864417,200.0,376.0,0.14443296148819113,0.2606,0.2606,12.0466,25.275,29.581,0.0,0.2606,0.00499168,0.0249864
placement-flow-uniform,placement,flow-affine-uniform,W3,0.85,L0_RandomCore,5,0.6066,0.17352564950818225,739.0,918.0,0.0,0.0,0.0,12.1193,25.3093,1.016,0.0,0.0,0.0,0.6066
placement-flow-uniform,placement,flow-affine-uniform,W3,0.85,L1_WorkStealingPolling,5,0.0416,0.44714005785201083,156.0,320.0,0.690858896189432,0.6672,0.0,12.0657,25.306,2.9442,0.0,0.0,0.0,0.0416
placement-flow-uniform,placement,flow-affine-uniform,W3,0.85,M0_AltoThreshold,5,0.0364,0.44849895275773793,210.0,394.0,0.2055579196936077,0.354,0.0,12.0569,25.2856,19.5336,0.0,0.0,0.0,0.0364
placement-flow-uniform,placement,flow-affine-uniform,W3,0.85,M1_RescueSched,5,0.034,0.44961601117058414,208.0,386.0,0.2019385087692635,0.3406,0.3406,12.0503,25.2695,43.069,0.0,0.3406,0.0195707,0.0445195
placement-flow-uniform,placement,flow-affine-uniform,W3,0.9,L0_RandomCore,5,0.6952,0.13813231335369666,976.0,1120.0,0.0,0.0,0.0,12.0438,25.2789,1.018,0.0,0.0,0.0,0.6952
placement-flow-uniform,placement,flow-affine-uniform,W3,0.9,L1_WorkStealingPolling,5,0.0938,0.44724114105221596,163.0,320.0,0.6295062159944071,0.596,0.0,12.0774,25.3183,2.8384,0.0,0.0,0.0,0.0938
placement-flow-uniform,placement,flow-affine-uniform,W3,0.9,M0_AltoThreshold,5,0.0886,0.44681289158634757,215.0,384.0,0.24228775950636797,0.4096,0.0,12.0435,25.2402,24.3454,0.0,0.0,0.0,0.0886
placement-flow-uniform,placement,flow-affine-uniform,W3,0.9,M1_RescueSched,5,0.0716,0.4551203490367175,220.0,385.0,0.2301673303139913,0.3526,0.3526,12.0621,25.2464,65.216,0.0,0.3526,0.0385216,0.0922377
placement-flow-zipf,placement,flow-affine-zipf-1.1,W2,0.85,L0_RandomCore,5,0.7062,0.04866655623654132,19600.0,20400.0,0.0,0.0,0.0,0.0,0.0,1.0282,0.0,0.0,0.0,0.7062
placement-flow-zipf,placement,flow-affine-zipf-1.1,W2,0.85,L1_WorkStealingPolling,5,0.0698,0.41986073703079824,155.0,257.0,0.7160808840457371,0.675,0.0,0.0,0.0,3.0126,0.0,0.0,0.0,0.0698
placement-flow-zipf,placement,flow-affine-zipf-1.1,W2,0.85,M0_AltoThreshold,5,0.0614,0.4230875744825307,195.0,204.0,0.3865771707317073,0.5924,0.0,0.0,0.0,19.0882,0.0,0.0,0.0,0.0614
placement-flow-zipf,placement,flow-affine-zipf-1.1,W2,0.85,M1_RescueSched,5,0.0428,0.4150730670829539,200.0,579.0,0.3454010886407883,0.5272,0.5272,0.0,0.0,69.3426,0.0,0.5272,0.00224719,0.0917917
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.7,L0_RandomCore,5,0.607,0.062247650079052266,17800.0,18200.0,0.0,0.0,0.0,12.0521,25.3233,1.0214,0.0,0.0,0.0,0.607
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.7,L1_WorkStealingPolling,5,0.0074,0.38543764523625096,152.0,320.0,0.6846005957627891,0.6806,0.0,12.078,25.2495,3.3532,0.0,0.0,0.0,0.0074
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.7,M0_AltoThreshold,5,0.0228,0.37666903080576025,204.0,362.0,0.26381927231555435,0.3968,0.0,12.0894,25.3362,18.3568,0.0,0.0,0.0,0.0228
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.7,M1_RescueSched,5,0.0196,0.3779909837013062,207.0,374.0,0.26905275559227637,0.4018,0.4018,12.0771,25.3235,35.2416,0.0,0.4018,0.00545094,0.0293064
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,L0_RandomCore,5,0.6528,0.054518982226811785,19900.0,20500.0,0.0,0.0,0.0,12.1598,25.5074,1.0284,0.0,0.0,0.0,0.6528
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,L1_WorkStealingPolling,5,0.041,0.4474199869366427,155.0,320.0,0.7106902562727266,0.688,0.0,12.0826,25.3199,2.9444,0.0,0.0,0.0,0.041
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,M0_AltoThreshold,5,0.0476,0.44174397031539886,211.0,374.0,0.33941139569754275,0.4888,0.0,12.029,25.2566,22.7538,0.0,0.0,0.0,0.0476
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,M1_RescueSched,5,0.0398,0.445279168985346,215.0,374.0,0.33059533645460387,0.4702,0.4702,12.0862,25.3223,51.6404,0.0,0.4702,0.0170124,0.0610039
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,L0_RandomCore,5,0.667,0.05170534474887971,20500.0,21100.0,0.0,0.0,0.0,12.0591,25.4094,1.0304,0.0,0.0,0.0,0.667
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,L1_WorkStealingPolling,5,0.0974,0.4454644161484552,165.0,321.0,0.6541840177512994,0.6254,0.0,12.0775,25.2943,2.8384,0.0,0.0,0.0,0.0974
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,M0_AltoThreshold,5,0.0938,0.4436936936936937,228.0,362.0,0.3801825283443266,0.5388,0.0,12.0793,25.326,26.8704,0.0,0.0,0.0,0.0938
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,M1_RescueSched,5,0.0912,0.445097463022823,231.0,399.0,0.3419548978931842,0.4838,0.4838,12.1142,25.3973,87.073,0.0,0.4838,0.0332937,0.146467
scan-128,scan-depth,128,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
scan-128,scan-depth,128,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
scan-128,scan-depth,128,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,0.0,0.0,0.0,0.0694
scan-128,scan-depth,128,W2,0.85,M1_RescueSched,5,0.0518,0.4298238456586975,197.0,292.0,0.25882521934932834,0.4214,0.4214,0.0,0.0,69.2104,0.0,0.4214,0.00239378,0.0888423
scan-128,scan-depth,128,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
scan-128,scan-depth,128,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,0.0,0.0,0.0,0.0076
scan-128,scan-depth,128,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,14.9016,0.0,0.0,0.0,0.0228
scan-128,scan-depth,128,W3,0.7,M1_RescueSched,5,0.0188,0.38003904192358934,197.0,375.0,0.14686388644031734,0.2532,0.2532,12.0251,25.2875,30.0722,0.0,0.2532,0.00569569,0.0235973
scan-128,scan-depth,128,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
scan-128,scan-depth,128,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,0.0,0.0,0.0,0.0404
scan-128,scan-depth,128,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,19.7402,0.0,0.0,0.0,0.0454
scan-128,scan-depth,128,W3,0.85,M1_RescueSched,5,0.0404,0.44487301925805045,214.0,388.0,0.20389546803757766,0.339,0.339,12.0275,25.2783,47.115,0.0,0.339,0.0163743,0.0528875
scan-128,scan-depth,128,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
scan-128,scan-depth,128,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,0.0,0.0,0.0,0.096
scan-128,scan-depth,128,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,24.8978,0.0,0.0,0.0,0.0856
scan-128,scan-depth,128,W3,0.9,M1_RescueSched,5,0.0692,0.4558678042138876,220.0,395.0,0.22292144802472538,0.3516,0.3516,12.0548,25.3001,67.6308,0.0,0.3516,0.0301479,0.0942075
scan-32,scan-depth,32,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
scan-32,scan-depth,32,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
scan-32,scan-depth,32,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,0.0,0.0,0.0,0.0694
scan-32,scan-depth,32,W2,0.85,M1_RescueSched,5,0.0518,0.4298238456586975,197.0,292.0,0.25882521934932834,0.4214,0.4214,0.0,0.0,69.2104,0.0,0.4214,0.00239378,0.0888423
scan-32,scan-depth,32,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
scan-32,scan-depth,32,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,0.0,0.0,0.0,0.0076
scan-32,scan-depth,32,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,14.9016,0.0,0.0,0.0,0.0228
scan-32,scan-depth,32,W3,0.7,M1_RescueSched,5,0.0188,0.38003904192358934,197.0,375.0,0.14686388644031734,0.2532,0.2532,12.0251,25.2875,30.0722,0.0,0.2532,0.00569569,0.0235973
scan-32,scan-depth,32,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
scan-32,scan-depth,32,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,0.0,0.0,0.0,0.0404
scan-32,scan-depth,32,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,19.7402,0.0,0.0,0.0,0.0454
scan-32,scan-depth,32,W3,0.85,M1_RescueSched,5,0.0404,0.44487301925805045,214.0,388.0,0.20389546803757766,0.339,0.339,12.0275,25.2783,47.115,0.0,0.339,0.0163743,0.0528875
scan-32,scan-depth,32,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
scan-32,scan-depth,32,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,0.0,0.0,0.0,0.096
scan-32,scan-depth,32,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,24.8978,0.0,0.0,0.0,0.0856
scan-32,scan-depth,32,W3,0.9,M1_RescueSched,5,0.0692,0.4558678042138876,220.0,395.0,0.22292144802472538,0.3516,0.3516,12.0548,25.3001,67.6308,0.0,0.3516,0.0301479,0.0942075
targets-2,h-targets,2,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
targets-2,h-targets,2,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
targets-2,h-targets,2,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,17.1638,0.0,0.0,0.0,0.0694
targets-2,h-targets,2,W2,0.85,M1_RescueSched,5,0.0518,0.4298238456586975,197.0,292.0,0.25882521934932834,0.4214,0.4214,0.0,0.0,55.3348,0.0,0.4214,0.00239378,0.0888423
targets-2,h-targets,2,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
targets-2,h-targets,2,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,0.0,0.0,0.0,0.0076
targets-2,h-targets,2,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,14.372,0.0,0.0,0.0,0.0228
targets-2,h-targets,2,W3,0.7,M1_RescueSched,5,0.0188,0.38003904192358934,197.0,375.0,0.14686388644031734,0.2532,0.2532,12.0251,25.2875,29.4982,0.0,0.2532,0.00569569,0.0235973
targets-2,h-targets,2,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
targets-2,h-targets,2,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,0.0,0.0,0.0,0.0404
targets-2,h-targets,2,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,18.9086,0.0,0.0,0.0,0.0454
targets-2,h-targets,2,W3,0.85,M1_RescueSched,5,0.0404,0.44487301925805045,214.0,388.0,0.20389546803757766,0.339,0.339,12.0275,25.2783,44.445,0.0,0.339,0.0163743,0.0528875
targets-2,h-targets,2,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
targets-2,h-targets,2,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,0.0,0.0,0.0,0.096
targets-2,h-targets,2,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,23.5906,0.0,0.0,0.0,0.0856
targets-2,h-targets,2,W3,0.9,M1_RescueSched,5,0.0692,0.4558678042138876,220.0,395.0,0.22292144802472538,0.3516,0.3516,12.0548,25.3001,60.492,0.0,0.3516,0.0301479,0.0942075
targets-8,h-targets,8,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
targets-8,h-targets,8,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
targets-8,h-targets,8,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,24.6974,0.0,0.0,0.0,0.0694
targets-8,h-targets,8,W2,0.85,M1_RescueSched,5,0.0514,0.4295962175968697,196.0,263.0,0.2657570409024634,0.4214,0.4214,0.0,0.0,92.9852,0.0,0.4214,0.00307882,0.0881427
targets-8,h-targets,8,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
targets-8,h-targets,8,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,0.0,0.0,0.0,0.0076
targets-8,h-targets,8,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,15.9608,0.0,0.0,0.0,0.0228
targets-8,h-targets,8,W3,0.7,M1_RescueSched,5,0.0196,0.37997522069072326,197.0,375.0,0.14875452141402473,0.257,0.257,12.029,25.285,31.2714,0.0,0.257,0.00677201,0.0239001
targets-8,h-targets,8,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
targets-8,h-targets,8,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,0.0,0.0,0.0,0.0404
targets-8,h-targets,8,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,21.4034,0.0,0.0,0.0,0.0454
targets-8,h-targets,8,W3,0.85,M1_RescueSched,5,0.0424,0.44394581413246054,213.0,393.0,0.20507588971510757,0.3422,0.3422,11.9874,25.2148,55.8004,0.0,0.3422,0.0174014,0.0555556
targets-8,h-targets,8,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
targets-8,h-targets,8,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,0.0,0.0,0.0,0.096
targets-8,h-targets,8,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,27.5122,0.0,0.0,0.0,0.0856
targets-8,h-targets,8,W3,0.9,M1_RescueSched,5,0.0746,0.453263063027762,230.0,394.0,0.2229183879555678,0.3516,0.3516,12.0991,25.3485,81.054,0.0,0.3516,0.0350148,0.0948604
