scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration
rescue_w3_heavytail_main,W3,M0_IntraHostProactive,0.92,11,1,2,1,16,4,1,1,9.46e+03,1e+04,0.935923,1000000,1201768,0,0,0.331473,398354,1.01675e+07,0,0,0,1632449,398354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_heavytail_main,W3,M0_IntraHostProactive,0.92,23,1,2,1,16,4,1,1,1.79e+03,2.25e+03,0.923092,1000000,1200090,0,0,0.486984,584425,1.49552e+07,0,0,0,1629992,584425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_heavytail_main,W3,M0_IntraHostProactive,0.92,37,1,2,1,16,4,1,1,7.19e+03,8.29e+03,0.975927,1000000,1201843,0,0,0.194899,234238,6.03134e+06,0,0,0,1633007,234238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_heavytail_main,W3,M0_IntraHostProactive,0.92,47,1,2,1,16,4,1,1,3.58e+03,4.87e+03,0.976098,1000000,1201590,0,0,0.331843,398739,1.03592e+07,0,0,0,1631697,398739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_heavytail_main,W3,M0_IntraHostProactive,0.92,59,1,2,1,16,4,1,1,4.3e+03,6.81e+03,0.921754,1000000,1200723,0,0,0.430181,516528,1.32066e+07,0,0,0,1630735,516528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_heavytail_main,W3,M1_RescueSched,0.92,11,1,2,1,16,4,1,1,1e+04,1e+04,0.932685,1000000,1204604,0,0,0.0175468,21137,569867,0,0,0,0,0,0,1635832,371330754,367651195,1197779,45341,21137,569867,1152438,1469407001,0,0,21136,0,0,19932,0,0,0,0.999953,0,0.999953
rescue_w3_heavytail_main,W3,M1_RescueSched,0.92,23,1,2,1,16,4,1,1,1e+04,1e+04,0.90926,1000000,1202992,0,0,0.0255978,30794,801239,0,0,0,0,0,0,1634101,356860745,351950358,1758709,78041,30794,801239,1680668,1406042723,0,0,30794,0,0,29566,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched,0.92,37,1,2,1,16,4,1,1,1e+04,1e+04,0.933827,1000000,1205405,0,0,0.0180869,21802,574369,0,0,0,0,0,0,1637415,373294995,369739296,1322184,53641,21802,574369,1268543,1477635000,0,0,21802,0,0,21280,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched,0.92,47,1,2,1,16,4,1,1,1e+04,1e+04,0.939837,1000000,1204820,0,0,0.0155849,18777,497746,0,0,0,0,0,0,1636268,376495834,373240191,1144843,41143,18777,497746,1103700,1491815921,0,0,18777,0,0,17524,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched,0.92,59,1,2,1,16,4,1,1,1e+04,1e+04,0.942425,1000000,1203509,0,0,0.0141877,17075,443416,0,0,0,0,0,0,1634641,377733103,374785074,823278,31773,17075,443416,791505,1498317018,0,0,17075,0,0,13813,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched_NoTargetSafety,0.92,11,1,2,1,16,4,0,1,1e+04,1e+04,0.922642,1000000,1204401,0,0,0.0254317,30630,941416,0,0,0,0,0,0,1635352,363593827,357899737,62922,28648,30630,941416,0,1431536026,0,0,30626,0,17160,32931,0,0,0,0.999869,0,0.999869
rescue_w3_heavytail_main,W3,M1_RescueSched_NoTargetSafety,0.92,23,1,2,1,16,4,0,1,1e+04,1e+04,0.906005,1000000,1202893,0,0,0.0309396,37217,1.07113e+06,0,0,0,0,0,0,1633762,354937975,348512743,84826,47887,37217,1.07113e+06,0,1393966146,0,0,37217,0,17990,38557,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched_NoTargetSafety,0.92,37,1,2,1,16,4,0,1,1e+04,1e+04,0.923918,1000000,1205276,0,0,0.0253037,30498,873282,0,0,0,0,0,0,1637723,367704704,362560760,69810,39256,30498,873282,0,1450173230,0,0,30498,0,14968,31940,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched_NoTargetSafety,0.92,47,1,2,1,16,4,0,1,1e+04,1e+04,0.93865,1000000,1204804,0,0,0.0193774,23346,691493,0,0,0,0,0,0,1636197,375645927,371419674,47178,23058,23346,691493,0,1485631518,0,0,23346,0,12155,23406,0,0,0,1,0,1
rescue_w3_heavytail_main,W3,M1_RescueSched_NoTargetSafety,0.92,59,1,2,1,16,4,0,1,1e+04,1e+04,0.938167,1000000,1203427,0,0,0.0185969,22380,646140,0,0,0,0,0,0,1634586,374686604,370587200,39843,19810,22380,646140,0,1482308957,0,0,22380,0,11245,20800,0,0,0,1,0,1
