profile,dimension,value,workload,rho,method,seeds,slo_violation_median,slo_goodput_per_us_median,P99_us_median,P999_us_median,migrated_work_rate_median,handoffs_per_request_median,rescue_moves_per_request_median,estimator_mae_us_median,estimator_rmse_us_median,control_operations_per_request_median,configured_control_cost_per_request_us_median,rescue_migrated_fraction_median,rescue_migrated_miss_rate_median,rescue_nonmigrated_miss_rate_median
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.7,M0_AltoThreshold,1,0.025,0.28864984405507144,221.0,400.0,0.181132447954056,0.32,0.0,13.7085,28.8157,15.87,0.0,0.0,0.0,0.025
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.7,M1_RescueSched,1,0.02,0.29013009966561026,221.0,400.0,0.18314967695620962,0.325,0.325,13.7086,28.8161,29.645,0.0,0.325,0.0153846,0.0222222
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,L0_RandomCore,1,0.395,0.08477129265712464,959.0,978.0,0.0,0.0,0.0,13.138,28.4621,1.05,0.0,0.0,0.0,0.395
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,L1_WorkStealingPolling,1,0.005,0.3411255084741404,180.0,287.0,0.6934924623115578,0.775,0.0,13.8047,28.75,3.74,0.0,0.0,0.0,0.005
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,M0_AltoThreshold,1,0.035,0.3187743209941795,243.0,317.0,0.2352745872218234,0.38,0.0,13.3504,28.4716,18.595,0.0,0.0,0.0,0.035
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,M1_RescueSched,1,0.035,0.3187743209941795,243.0,317.0,0.23593862167982774,0.38,0.38,13.3732,28.4966,36.075,0.0,0.38,0.0131579,0.0483871
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,L0_RandomCore,1,0.415,0.08196893587507094,982.0,1000.0,0.0,0.0,0.0,13.0887,28.428,1.055,0.0,0.0,0.0,0.415
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,L1_WorkStealingPolling,1,0.005,0.35445139295835104,180.0,287.0,0.7378625269203158,0.77,0.0,13.5167,28.5189,3.645,0.0,0.0,0.0,0.005
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,M0_AltoThreshold,1,0.025,0.3325125672698502,231.0,321.0,0.23541636755204595,0.39,0.0,13.4588,28.7144,19.16,0.0,0.0,0.0,0.025
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,M1_RescueSched,1,0.03,0.3308073746171843,231.0,321.0,0.23411880832735105,0.39,0.39,13.459,28.6987,37.435,0.0,0.39,0.0128205,0.0409836
scan-128,scan-depth,128,W2,0.85,L0_RandomCore,1,0.445,0.13970857546339824,274.0,356.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.445
scan-128,scan-depth,128,W2,0.85,L1_WorkStealingPolling,1,0.02,0.341106856943961,104.0,111.0,0.7334409515717927,0.765,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.02
scan-128,scan-depth,128,W2,0.85,M0_AltoThreshold,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.0,0.0,0.0,13.29,0.0,0.0,0.0,0.005
scan-128,scan-depth,128,W2,0.85,M1_RescueSched,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.425,0.0,0.0,22.86,0.0,0.425,0.0117647,0.0
scan-128,scan-depth,128,W3,0.7,L0_RandomCore,1,0.26,0.2008135663132529,313.0,324.0,0.0,0.0,0.0,13.8404,28.861,1.035,0.0,0.0,0.0,0.26
scan-128,scan-depth,128,W3,0.7,L1_WorkStealingPolling,1,0.005,0.298135827087213,181.0,286.0,0.5884816941852118,0.67,0.0,13.8823,28.7937,4.09,0.0,0.0,0.0,0.005
scan-128,scan-depth,128,W3,0.7,M0_AltoThreshold,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.0,13.6415,28.7849,16.19,0.0,0.0,0.0,0.025
scan-128,scan-depth,128,W3,0.7,M1_RescueSched,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.24,13.6415,28.7849,31.295,0.0,0.24,0.0208333,0.0263158
scan-128,scan-depth,128,W3,0.85,L0_RandomCore,1,0.315,0.21000545707611087,327.0,342.0,0.0,0.0,0.0,13.7859,28.7046,1.045,0.0,0.0,0.0,0.315
scan-128,scan-depth,128,W3,0.85,L1_WorkStealingPolling,1,0.005,0.3414304391241537,181.0,286.0,0.7108991385498923,0.745,0.0,13.7783,28.7364,3.735,0.0,0.0,0.0,0.005
scan-128,scan-depth,128,W3,0.85,M0_AltoThreshold,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.0,13.6922,28.6859,19.2,0.0,0.0,0.0,0.025
scan-128,scan-depth,128,W3,0.85,M1_RescueSched,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.29,13.6922,28.6859,36.575,0.0,0.29,0.0,0.0352113
scan-128,scan-depth,128,W3,0.9,L0_RandomCore,1,0.35,0.2053582711992923,331.0,347.0,0.0,0.0,0.0,13.7521,28.6499,1.045,0.0,0.0,0.0,0.35
scan-128,scan-depth,128,W3,0.9,L1_WorkStealingPolling,1,0.005,0.3538639633119533,181.0,286.0,0.693856783919598,0.76,0.0,13.474,28.4811,3.65,0.0,0.0,0.0,0.005
scan-128,scan-depth,128,W3,0.9,M0_AltoThreshold,1,0.035,0.3271729880556431,259.0,300.0,0.16210821966977748,0.295,0.0,13.632,28.5841,20.835,0.0,0.0,0.0,0.035
scan-128,scan-depth,128,W3,0.9,M1_RescueSched,1,0.035,0.3271729880556431,259.0,300.0,0.1622056712132089,0.295,0.295,13.6204,28.5823,40.65,0.0,0.295,0.0,0.0496454
scan-32,scan-depth,32,W2,0.85,L0_RandomCore,1,0.445,0.13970857546339824,274.0,356.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.445
scan-32,scan-depth,32,W2,0.85,L1_WorkStealingPolling,1,0.02,0.341106856943961,104.0,111.0,0.7334409515717927,0.765,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.02
scan-32,scan-depth,32,W2,0.85,M0_AltoThreshold,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.0,0.0,0.0,13.29,0.0,0.0,0.0,0.005
scan-32,scan-depth,32,W2,0.85,M1_RescueSched,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.425,0.0,0.0,22.86,0.0,0.425,0.0117647,0.0
scan-32,scan-depth,32,W3,0.7,L0_RandomCore,1,0.26,0.2008135663132529,313.0,324.0,0.0,0.0,0.0,13.8404,28.861,1.035,0.0,0.0,0.0,0.26
scan-32,scan-depth,32,W3,0.7,L1_WorkStealingPolling,1,0.005,0.298135827087213,181.0,286.0,0.5884816941852118,0.67,0.0,13.8823,28.7937,4.09,0.0,0.0,0.0,0.005
scan-32,scan-depth,32,W3,0.7,M0_AltoThreshold,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.0,13.6415,28.7849,16.19,0.0,0.0,0.0,0.025
scan-32,scan-depth,32,W3,0.7,M1_RescueSched,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.24,13.6415,28.7849,31.295,0.0,0.24,0.0208333,0.0263158
scan-32,scan-depth,32,W3,0.85,L0_RandomCore,1,0.315,0.21000545707611087,327.0,342.0,0.0,0.0,0.0,13.7859,28.7046,1.045,0.0,0.0,0.0,0.315
scan-32,scan-depth,32,W3,0.85,L1_WorkStealingPolling,1,0.005,0.3414304391241537,181.0,286.0,0.7108991385498923,0.745,0.0,13.7783,28.7364,3.735,0.0,0.0,0.0,0.005
scan-32,scan-depth,32,W3,0.85,M0_AltoThreshold,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.0,13.6922,28.6859,19.2,0.0,0.0,0.0,0.025
scan-32,scan-depth,32,W3,0.85,M1_RescueSched,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.29,13.6922,28.6859,36.575,0.0,0.29,0.0,0.0352113
scan-32,scan-depth,32,W3,0.9,L0_RandomCore,1,0.35,0.2053582711992923,331.0,347.0,0.0,0.0,0.0,13.7521,28.6499,1.045,0.0,0.0,0.0,0.35
scan-32,scan-depth,32,W3,0.9,L1_WorkStealingPolling,1,0.005,0.3538639633119533,181.0,286.0,0.693856783919598,0.76,0.0,13.474,28.4811,3.65,0.0,0.0,0.0,0.005
scan-32,scan-depth,32,W3,0.9,M0_AltoThreshold,1,0.035,0.3271729880556431,259.0,300.0,0.16210821966977748,0.295,0.0,13.632,28.5841,20.835,0.0,0.0,0.0,0.035
scan-32,scan-depth,32,W3,0.9,M1_RescueSched,1,0.035,0.3271729880556431,259.0,300.0,0.1622056712132089,0.295,0.295,13.6204,28.5823,40.65,0.0,0.295,0.0,0.0496454
targets-2,h-targets,2,W2,0.85,L0_RandomCore,1,0.445,0.13970857546339824,274.0,356.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.445
targets-2,h-targets,2,W2,0.85,L1_WorkStealingPolling,1,0.02,0.341106856943961,104.0,111.0,0.7334409515717927,0.765,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.02
targets-2,h-targets,2,W2,0.85,M0_AltoThreshold,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.0,0.0,0.0,12.35,0.0,0.0,0.0,0.005
targets-2,h-targets,2,W2,0.85,M1_RescueSched,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.425,0.0,0.0,21.92,0.0,0.425,0.0117647,0.0
targets-2,h-targets,2,W3,0.7,L0_RandomCore,1,0.26,0.2008135663132529,313.0,324.0,0.0,0.0,0.0,13.8404,28.861,1.035,0.0,0.0,0.0,0.26
targets-2,h-targets,2,W3,0.7,L1_WorkStealingPolling,1,0.005,0.298135827087213,181.0,286.0,0.5884816941852118,0.67,0.0,13.8823,28.7937,4.09,0.0,0.0,0.0,0.005
targets-2,h-targets,2,W3,0.7,M0_AltoThreshold,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.0,13.6415,28.7849,15.69,0.0,0.0,0.0,0.025
targets-2,h-targets,2,W3,0.7,M1_RescueSched,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.24,13.6415,28.7849,30.795,0.0,0.24,0.0208333,0.0263158
targets-2,h-targets,2,W3,0.85,L0_RandomCore,1,0.315,0.21000545707611087,327.0,342.0,0.0,0.0,0.0,13.7859,28.7046,1.045,0.0,0.0,0.0,0.315
targets-2,h-targets,2,W3,0.85,L1_WorkStealingPolling,1,0.005,0.3414304391241537,181.0,286.0,0.7108991385498923,0.745,0.0,13.7783,28.7364,3.735,0.0,0.0,0.0,0.005
targets-2,h-targets,2,W3,0.85,M0_AltoThreshold,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.0,13.6922,28.6859,18.57,0.0,0.0,0.0,0.025
targets-2,h-targets,2,W3,0.85,M1_RescueSched,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.29,13.6922,28.6859,35.945,0.0,0.29,0.0,0.0352113
targets-2,h-targets,2,W3,0.9,L0_RandomCore,1,0.35,0.2053582711992923,331.0,347.0,0.0,0.0,0.0,13.7521,28.6499,1.045,0.0,0.0,0.0,0.35
targets-2,h-targets,2,W3,0.9,L1_WorkStealingPolling,1,0.005,0.3538639633119533,181.0,286.0,0.693856783919598,0.76,0.0,13.474,28.4811,3.65,0.0,0.0,0.0,0.005
targets-2,h-targets,2,W3,0.9,M0_AltoThreshold,1,0.035,0.3271729880556431,259.0,300.0,0.16210821966977748,0.295,0.0,13.632,28.5841,20.195,0.0,0.0,0.0,0.035
targets-2,h-targets,2,W3,0.9,M1_RescueSched,1,0.035,0.3271729880556431,259.0,300.0,0.1622056712132089,0.295,0.295,13.6204,28.5823,40.01,0.0,0.295,0.0,0.0496454
targets-8,h-targets,8,W2,0.85,L0_RandomCore,1,0.445,0.13970857546339824,274.0,356.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.445
targets-8,h-targets,8,W2,0.85,L1_WorkStealingPolling,1,0.02,0.341106856943961,104.0,111.0,0.7334409515717927,0.765,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.02
targets-8,h-targets,8,W2,0.85,M0_AltoThreshold,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.0,0.0,0.0,15.17,0.0,0.0,0.0,0.005
targets-8,h-targets,8,W2,0.85,M1_RescueSched,1,0.005,0.31254908119993713,196.0,205.0,0.23169073916737468,0.425,0.425,0.0,0.0,24.74,0.0,0.425,0.0117647,0.0
targets-8,h-targets,8,W3,0.7,L0_RandomCore,1,0.26,0.2008135663132529,313.0,324.0,0.0,0.0,0.0,13.8404,28.861,1.035,0.0,0.0,0.0,0.26
targets-8,h-targets,8,W3,0.7,L1_WorkStealingPolling,1,0.005,0.298135827087213,181.0,286.0,0.5884816941852118,0.67,0.0,13.8823,28.7937,4.09,0.0,0.0,0.0,0.005
targets-8,h-targets,8,W3,0.7,M0_AltoThreshold,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.0,13.6415,28.7849,17.19,0.0,0.0,0.0,0.025
targets-8,h-targets,8,W3,0.7,M1_RescueSched,1,0.025,0.273093944316845,215.0,288.0,0.1302708183776023,0.24,0.24,13.6415,28.7849,32.295,0.0,0.24,0.0208333,0.0263158
targets-8,h-targets,8,W3,0.85,L0_RandomCore,1,0.315,0.21000545707611087,327.0,342.0,0.0,0.0,0.0,13.7859,28.7046,1.045,0.0,0.0,0.0,0.315
targets-8,h-targets,8,W3,0.85,L1_WorkStealingPolling,1,0.005,0.3414304391241537,181.0,286.0,0.7108991385498923,0.745,0.0,13.7783,28.7364,3.735,0.0,0.0,0.0,0.005
targets-8,h-targets,8,W3,0.85,M0_AltoThreshold,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.0,13.6922,28.6859,20.46,0.0,0.0,0.0,0.025
targets-8,h-targets,8,W3,0.85,M1_RescueSched,1,0.025,0.32723501515349834,250.0,297.0,0.15853068916008614,0.29,0.29,13.6922,28.6859,37.925,0.0,0.29,0.0,0.0352113
targets-8,h-targets,8,W3,0.9,L0_RandomCore,1,0.35,0.2053582711992923,331.0,347.0,0.0,0.0,0.0,13.7521,28.6499,1.045,0.0,0.0,0.0,0.35
targets-8,h-targets,8,W3,0.9,L1_WorkStealingPolling,1,0.005,0.3538639633119533,181.0,286.0,0.693856783919598,0.76,0.0,13.474,28.4811,3.65,0.0,0.0,0.0,0.005
targets-8,h-targets,8,W3,0.9,M0_AltoThreshold,1,0.035,0.3271729880556431,259.0,300.0,0.16210821966977748,0.295,0.0,13.632,28.5841,22.115,0.0,0.0,0.0,0.035
targets-8,h-targets,8,W3,0.9,M1_RescueSched,1,0.035,0.3271729880556431,259.0,300.0,0.1622056712132089,0.295,0.295,13.6204,28.5823,41.93,0.0,0.295,0.0,0.0496454
